sku,attribute_set_code,store_view_code,product_type,categories,product_websites,name,description,short_description,weight,product_online,tax_class_name,visibility,price,special_price,special_price_from_date,special_price_to_date,url_key,meta_title,meta_keywords,meta_description,base_image,base_image_label,small_image,small_image_label,thumbnail_image,thumbnail_image_label,swatch_image,swatch_image_label,created_at,updated_at,new_from_date,new_to_date,display_product_options_in,map_price,msrp_price,map_enabled,gift_message_available,custom_design,custom_design_from,custom_design_to,custom_layout_update,page_layout,product_options_container,msrp_display_actual_price_type,country_of_manufacture,additional_attributes,qty,out_of_stock_qty,use_config_min_qty,is_qty_decimal,allow_backorders,use_config_backorders,min_cart_qty,use_config_min_sale_qty,max_cart_qty,use_config_max_sale_qty,is_in_stock,notify_on_stock_below,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,website_id,related_skus,related_position,crosssell_skus,crosssell_position,upsell_skus,upsell_position,additional_images,additional_image_labels,hide_from_product_page,custom_options,bundle_price_type,bundle_sku_type,bundle_price_view,bundle_weight_type,bundle_values,bundle_shipment_type,configurable_variations,configurable_variation_labels,associated_skus
B25-02,Default,,simple,Default Category/Minime,base,MINIME GRANDE CRAZY OSCURO/CACAO,,"9,5"" x 7,5"" tira 55""",187,1,Taxable Goods,"Catalog, Search",80000,,,,B25-02,MINIME GRANDE CRAZY OSCURO/CACAO,"bolso,cuero,crusar,diario,pequeño,",Bolso de cuero sin forrar. Cierre con broche magnético. Correa ajustable.,,,,,,,,,"5/23/19, 11:24 AM","6/26/19, 12:18 PM",5/23/19,5/23/20,Block after Info Column,,,,Use config,,,,,,,,,"featured=Yes,timershow=Yes",20,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,
B25-49,Default,,simple,Default Category/mujer/bolso/minimie,base,MINIME GRANDE LIMPET,,"9,5"" x 7,5"" tira 55""",184,1,Taxable Goods,"Catalog, Search",80000,,,,B25-49,MINIME GRANDE LIMPET,"bolso,cuero,crusar,diario,pequeño,",,,,,,,,,,"5/23/19, 11:24 AM","6/26/19, 12:18 PM",5/23/19,5/23/20,Block after Info Column,,,,Use config,,,,,,,,,"featured=Yes,timershow=Yes",20,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,
B25-01,Default,,simple,Default Category,base,MINIME GRANDE MIEL,,"9,5"" x 7,5"" tira 55""",200,1,Taxable Goods,"Catalog, Search",80000,,,,B25-01,MINIME GRANDE MIEL,"bolso,cuero,crusar,diario,pequeño,",,,,,,,,,,"5/23/19, 11:24 AM","6/26/19, 12:18 PM",5/23/19,5/23/20,Block after Info Column,,,,Use config,,,,,,,,,"featured=Yes,timershow=Yes",20,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,
B25-03,Default,,simple,Default Category,base,MINIME GRANDE NEGRO,,"9,5"" x 7,5"" tira 55""",196,1,Taxable Goods,"Catalog, Search",80000,,,,B25-03,MINIME GRANDE NEGRO,"bolso,cuero,crusar,diario,pequeño,",,,,,,,,,,"5/23/19, 11:24 AM","6/26/19, 12:18 PM",5/23/19,5/23/20,Block after Info Column,,,,Use config,,,,,,,,,"featured=Yes,timershow=Yes",20,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,
B25-15,Default,,simple,Default Category,base,MINIME GRANDE VAINILLA,,"9,5"" x 7,5"" tira 55""",200,1,Taxable Goods,"Catalog, Search",80000,,,,B25-15,MINIME GRANDE VAINILLA,"bolso,cuero,crusar,diario,pequeño,",,,,,,,,,,"5/23/19, 11:24 AM","6/26/19, 12:18 PM",5/23/19,5/23/20,Block after Info Column,,,,Use config,,,,,,,,,"featured=Yes,timershow=Yes",20,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,
B25-46,Default,,simple,Default Category,base,MINIME GRANDE PEACH,,"9,5"" x 7,5"" tira 55""",220,1,Taxable Goods,"Catalog, Search",80000,,,,B25-46,MINIME GRANDE PEACH,"bolso,cuero,crusar,diario,pequeño,",,,,,,,,,,"5/23/19, 11:24 AM","6/26/19, 12:18 PM",5/23/19,5/23/20,Block after Info Column,,,,Use config,,,,,,,,,"featured=Yes,timershow=Yes",20,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,
B46-01,Default,,simple,Default Category/Basico,base,BASICO MIEL,,"8,5""x8,5 x 2"" tira 54""-59""",240,1,Taxable Goods,"Catalog, Search",80000,,,,B46-01,BASICO MIEL,,Bolso de cuero sin forrar. Cierre con broche. Correa ajustable.,,,,,,,,,"5/23/19, 11:24 AM","6/26/19, 12:18 PM",5/23/19,5/23/20,Block after Info Column,,,,Use config,,,,,,,,,"featured=Yes,timershow=Yes",20,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,
B46-39,Default,,simple,Default Category,base,BASICO PULL UP CACAO,,"8,5""x8,5 x 2"" tira 54""-59""",260,1,Taxable Goods,"Catalog, Search",80000,,,,B46-39,BASICO PULL UP CACAO,,,,,,,,,,,"5/23/19, 11:24 AM","6/26/19, 12:18 PM",5/23/19,5/23/20,Block after Info Column,,,,Use config,,,,,,,,,"featured=Yes,timershow=Yes",20,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,
B85-52,Default,,simple,Default Category/Goovy,base,GROOVY DORADO,,"6"" x 8"" x 2"" tira 47,5""-52,5""",210,1,Taxable Goods,"Catalog, Search",80000,,,,B85-52,GROOVY DORADO,,"Bolso de cuero sin forrar. Cierre de broche mágnetico. Correa ajustable.
",,,,,,,,,"5/23/19, 11:24 AM","6/26/19, 12:18 PM",5/23/19,5/23/20,Block after Info Column,,,,Use config,,,,,,,,,"featured=Yes,timershow=Yes",20,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,
B85-57,Default,,simple,Default Category,base,GROOVY NEGRO LAGARTO,,"""",240,1,Taxable Goods,"Catalog, Search",80000,,,,B85-57,GROOVY NEGRO LAGARTO,,,,,,,,,,,"5/23/19, 11:24 AM","6/26/19, 12:18 PM",5/23/19,5/23/20,Block after Info Column,,,,Use config,,,,,,,,,"featured=Yes,timershow=Yes",20,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,
B85-53,Default,,simple,Default Category,base,GROOVY PLATEADO,,"""",194,1,Taxable Goods,"Catalog, Search",80000,,,,B85-53,GROOVY PLATEADO,,,,,,,,,,,"5/23/19, 11:24 AM","6/26/19, 12:18 PM",5/23/19,5/23/20,Block after Info Column,,,,Use config,,,,,,,,,"featured=Yes,timershow=Yes",20,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,
A85-52,Default,,simple,Default Category/Canguro,base,CANGURO DORADO,,"6,5"" x 9"" tira P 22.5"" - 20"" G 28,5""-26""",200,1,Taxable Goods,"Catalog, Search",80000,,,,A85-52,CANGURO DORADO,,Canguro de cuero metálico sin forrar. Faja ajustable con hebilla y pasador. Cierre con zipper en bolsillo frontal.,,,,,,,,,"5/23/19, 11:24 AM","6/26/19, 12:18 PM",5/23/19,5/23/20,Block after Info Column,,,,Use config,,,,,,,,,"featured=Yes,timershow=Yes",20,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,
A85-01,Default,,simple,,base,CANGURO MIEL,,"""",200,1,Taxable Goods,"Catalog, Search",80000,,,,A85-01,CANGURO MIEL,,,,,,,,,,,"5/23/19, 11:24 AM","6/26/19, 12:18 PM",5/23/19,5/23/20,Block after Info Column,,,,Use config,,,,,,,,,"featured=Yes,timershow=Yes",20,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,
A85-56,Default,,simple,Default Category,base,CANGURO NEGRO METALICO,,"""",200,1,Taxable Goods,"Catalog, Search",80000,,,,A85-56,CANGURO NEGRO METALICO,,,,,,,,,,,"5/23/19, 11:24 AM","6/26/19, 12:18 PM",5/23/19,5/23/20,Block after Info Column,,,,Use config,,,,,,,,,"featured=Yes,timershow=Yes",20,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,
B20-01,Default,,simple,Default Category/Berry,base,BERRY MIEL,,"10,5"" x 12"" tira 53""",365,1,Taxable Goods,"Catalog, Search",80000,,,,B20-01,BERRY MIEL,,"Bolso de cuero forrado en tela. Cierre con zipper, un bolsillo interno sin cierre y otro bolsillo interno para el celular.
",,,,,,,,,"5/23/19, 11:24 AM","6/26/19, 12:18 PM",5/23/19,5/23/20,Block after Info Column,,,,Use config,,,,,,,,,"featured=Yes,timershow=Yes",20,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,
B20-15,Default,,simple,Default Category,base,BERRY VAINILLA,,"""",355,1,Taxable Goods,"Catalog, Search",80000,,,,B20-15,BERRY VAINILLA,,,,,,,,,,,"5/23/19, 11:24 AM","6/26/19, 12:18 PM",5/23/19,5/23/20,Block after Info Column,,,,Use config,,,,,,,,,"featured=Yes,timershow=Yes",20,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,
B20-30,Default,,simple,Default Category,base,BERRY NOPPI SABAN,,"""",325,1,Taxable Goods,"Catalog, Search",80000,,,,B20-30,BERRY NOPPI SABAN,,,,,,,,,,,"5/23/19, 11:24 AM","6/26/19, 12:18 PM",5/23/19,5/23/20,Block after Info Column,,,,Use config,,,,,,,,,"featured=Yes,timershow=Yes",20,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,
B20-20,Default,,simple,Default Category,base,BERRY ROJO,,"""",350,1,Taxable Goods,"Catalog, Search",80000,,,,B20-20,BERRY ROJO,,,,,,,,,,,"5/23/19, 11:24 AM","6/26/19, 12:18 PM",5/23/19,5/23/20,Block after Info Column,,,,Use config,,,,,,,,,"featured=Yes,timershow=Yes",20,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,
B20-49,Default,,simple,Default Category,base,BERRY LIMPET,,·,365,1,Taxable Goods,"Catalog, Search",80000,,,,B20-49,BERRY LIMPET,,,,,,,,,,,"5/23/19, 11:24 AM","6/26/19, 12:18 PM",5/23/19,5/23/20,Block after Info Column,,,,Use config,,,,,,,,,"featured=Yes,timershow=Yes",20,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,
B53-01,Default,,simple,Default Category/Mochila,base,MOCHILA OAK MIEL,," 14” x 12""  x 5” tiras 27""-30""",810,1,Taxable Goods,"Catalog, Search",80000,,,,B53-01,MOCHILA OAK MIEL,,"Mochila de cuero forrada en tela. Cierre con zipper, un bolsillo externo con zipper y un bolsillo interno con zipper. Correas ajustables.
",,,,,,,,,"5/23/19, 11:24 AM","6/26/19, 12:18 PM",5/23/19,5/23/20,Block after Info Column,,,,Use config,,,,,,,,,"featured=Yes,timershow=Yes",20,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,
B53-03,Default,,simple,Default Category,base,MOCHILA OAK NEGRO,,"""",810,1,Taxable Goods,"Catalog, Search",80000,,,,B53-03,MOCHILA OAK NEGRO,,,,,,,,,,,"5/23/19, 11:24 AM","6/26/19, 12:18 PM",5/23/19,5/23/20,Block after Info Column,,,,Use config,,,,,,,,,"featured=Yes,timershow=Yes",20,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,
B53-53,Default,,simple,Default Category,base,MOCHILA OAK PLATEADO,,"""",810,1,Taxable Goods,"Catalog, Search",80000,,,,B53-53,MOCHILA OAK PLATEADO,,,,,,,,,,,"5/23/19, 11:24 AM","6/26/19, 12:18 PM",5/23/19,5/23/20,Block after Info Column,,,,Use config,,,,,,,,,"featured=Yes,timershow=Yes",20,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,
B53-24,Default,,simple,Default Category,base,MOCHILA OAK SALMON,,"""",810,1,Taxable Goods,"Catalog, Search",80000,,,,B53-24,MOCHILA OAK SALMON,,,,,,,,,,,"5/23/19, 11:24 AM","6/26/19, 12:18 PM",5/23/19,5/23/20,Block after Info Column,,,,Use config,,,,,,,,,"featured=Yes,timershow=Yes",20,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,
B75-01,Default,,simple,Default Category/Navy,base,NAVY MIEL,,"15"" x 12,75”  x 6,5”  tiras  20""-37""",1100,1,Taxable Goods,"Catalog, Search",80000,,,,B75-01,NAVY MIEL,,"Mochila de cuero forrada en tela. Cierre de cordón y tapa con broche. Bolsillo interno con zipper y bolsillo interno para celular. Bolsillo externo con zipper. Correas ajustables.

",,,,,,,,,"5/23/19, 11:24 AM","6/26/19, 12:18 PM",5/23/19,5/23/20,Block after Info Column,,,,Use config,,,,,,,,,"featured=Yes,timershow=Yes",20,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,
B75-03,Default,,simple,Default Category,base,NAVY NEGRO,,"""",1100,1,Taxable Goods,"Catalog, Search",80000,,,,B75-03,NAVY NEGRO,,,,,,,,,,,"5/23/19, 11:24 AM","6/26/19, 12:18 PM",5/23/19,5/23/20,Block after Info Column,,,,Use config,,,,,,,,,"featured=Yes,timershow=Yes",20,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,
B11-02,Default,,simple,Default Category/Travel,base,TRAVEL BACK PACK CAFE OSCURO,,"14,5"" x 11"" x 4,5"" tiras 26""-31""",1000,1,Taxable Goods,"Catalog, Search",80000,,,,B11-02,TRAVEL BACK PACK CAFE OSCURO,,"Mochila de cuero forrada en tela. Cierre con hebillas, dos bolsillos externos, un bolsillo interno con zipper y un bolsillo interno para el celular. Correas ajustables.
",,,,,,,,,"5/23/19, 11:24 AM","6/26/19, 12:18 PM",5/23/19,5/23/20,Block after Info Column,,,,Use config,,,,,,,,,"featured=Yes,timershow=Yes",20,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,
B11-01,Default,,simple,Default Category,base,TRAVEL BACK PACK MIEL,,"""",1000,1,Taxable Goods,"Catalog, Search",80000,,,,B11-01,TRAVEL BACK PACK MIEL,,,,,,,,,,,"5/23/19, 11:24 AM","6/26/19, 12:18 PM",5/23/19,5/23/20,Block after Info Column,,,,Use config,,,,,,,,,"featured=Yes,timershow=Yes",20,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,
B24-55,Default,,simple,Default Category/Otoño,base,OTOÑO COOPER,,"11"" x 12"" x 5"" tiras 16,5""",600,1,Taxable Goods,"Catalog, Search",80000,,,,B24-55,OTOÑO COOPER,,"Bolso de cuero forrado en tela. Cierre con broche, un bolsillo interno y un bolsillo interno para el celular. Incluye un accesorio variado.
",,,,,,,,,"5/23/19, 11:24 AM","6/26/19, 12:18 PM",5/23/19,5/23/20,Block after Info Column,,,,Use config,,,,,,,,,"featured=Yes,timershow=Yes",20,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,
B24-59,Default,,simple,Default Category,base,OTOÑO SELVA,,"""",600,1,Taxable Goods,"Catalog, Search",80000,,,,B24-59,OTOÑO SELVA,,,,,,,,,,,"5/23/19, 11:24 AM","6/26/19, 12:18 PM",5/23/19,5/23/20,Block after Info Column,,,,Use config,,,,,,,,,"featured=Yes,timershow=Yes",20,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,
B24-01,Default,,simple,Default Category,base,OTOÑO MIEL,,"""",600,1,Taxable Goods,"Catalog, Search",80000,,,,B24-01,OTOÑO MIEL,,,,,,,,,,,"5/23/19, 11:24 AM","6/26/19, 12:18 PM",5/23/19,5/23/20,Block after Info Column,,,,Use config,,,,,,,,,"featured=Yes,timershow=Yes",20,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,
B67-01,Default,,simple,Default Category/Buckets,base,BUCKET MIEL,,"13"" x 11"" x 6,5"" tira corta 18 tira larga 37""",730,1,Taxable Goods,"Catalog, Search",80000,,,,B67-01,BUCKET MIEL,,"Bolso de cuero sin forrar. Con cierre de cordón. Bolsillo interno para celular. Una correa corta para el hombro y una correa larga para cruzar.
",,,,,,,,,"5/23/19, 11:24 AM","6/26/19, 12:18 PM",5/23/19,5/23/20,Block after Info Column,,,,Use config,,,,,,,,,"featured=Yes,timershow=Yes",20,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,
B67-30,Default,,simple,Default Category,base,BUCKET NOPPI SABAN,,"""",718,1,Taxable Goods,"Catalog, Search",80000,,,,B67-30,BUCKET NOPPI SABAN,,,,,,,,,,,"5/23/19, 11:24 AM","6/26/19, 12:18 PM",5/23/19,5/23/20,Block after Info Column,,,,Use config,,,,,,,,,"featured=Yes,timershow=Yes",20,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,
B21-01,Default,,simple,Default Category/Canela,base,CANELA MIEL,,"12"" x 14,5"" agarraderas 16,5""  tira larga 30"" - 54""",650,1,Taxable Goods,"Catalog, Search",80000,,,,B21-01,CANELA MIEL,,"Bolso de cuero forrado en tela. Cierre con zipper y un bolsillo interno con zipper. Correa ajustable, se puede usar como bolso de mano o como bolso de cruzar.
",,,,,,,,,"5/23/19, 11:24 AM","6/26/19, 12:18 PM",5/23/19,5/23/20,Block after Info Column,,,,Use config,,,,,,,,,"featured=Yes,timershow=Yes",20,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,
B21-03,Default,,simple,Default Category,base,CANELA NEGRO,,"""",675,1,Taxable Goods,"Catalog, Search",80000,,,,B21-03,CANELA NEGRO,,,,,,,,,,,"5/23/19, 11:24 AM","6/26/19, 12:18 PM",5/23/19,5/23/20,Block after Info Column,,,,Use config,,,,,,,,,"featured=Yes,timershow=Yes",20,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,
B38-37,Default,,simple,Default Category/Eucalipto,base,EUCALIPTO ESPAñA,,"15,5"" x 17"" x 4,5"" agarraderas 22""",550,1,Taxable Goods,"Catalog, Search",80000,,,,B38-37,EUCALIPTO ESPAñA,,"Bolso de cuero sin forrar. Sin cierre. Un bolsillo interno para el celular.
",,,,,,,,,"5/23/19, 11:24 AM","6/26/19, 12:18 PM",5/23/19,5/23/20,Block after Info Column,,,,Use config,,,,,,,,,"featured=Yes,timershow=Yes",20,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,
B38-11,Default,,simple,Default Category,base,EUCALIPTO NARANJA,,"""",550,1,Taxable Goods,"Catalog, Search",80000,,,,B38-11,EUCALIPTO NARANJA,,,,,,,,,,,"5/23/19, 11:24 AM","6/26/19, 12:18 PM",5/23/19,5/23/20,Block after Info Column,,,,Use config,,,,,,,,,"featured=Yes,timershow=Yes",20,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,
B38-01,Default,,simple,Default Category,base,EUCALIPTO MIEL,,"""",550,1,Taxable Goods,"Catalog, Search",80000,,,,B38-01,EUCALIPTO MIEL,,,,,,,,,,,"5/23/19, 11:24 AM","6/26/19, 12:18 PM",5/23/19,5/23/20,Block after Info Column,,,,Use config,,,,,,,,,"featured=Yes,timershow=Yes",20,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,
B83-55,Default,,simple,Default Category,base,EUCALIPTO PEQUEñO COOPER,,"13,5"" x 13"" x 3"" agarraderas 20,5"" , tira larga 38""",530,1,Taxable Goods,"Catalog, Search",80000,,,,B83-55,EUCALIPTO PEQUEñO COOPER,,,,,,,,,,,"5/23/19, 11:24 AM","6/26/19, 12:18 PM",5/23/19,5/23/20,Block after Info Column,,,,Use config,,,,,,,,,"featured=Yes,timershow=Yes",20,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,
B83-59,Default,,simple,Default Category,base,EUCALIPTO PEQUEÑO SELVA,,"""",530,1,Taxable Goods,"Catalog, Search",80000,,,,B83-59,EUCALIPTO PEQUEÑO SELVA,,"Bolso de cuero metálico sin forrar. Sin cierre, con bolsillo interno para el celular. Correa removible.
",,,,,,,,,"5/23/19, 11:24 AM","6/26/19, 12:18 PM",5/23/19,5/23/20,Block after Info Column,,,,Use config,,,,,,,,,"featured=Yes,timershow=Yes",20,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,
B83-52,Default,,simple,Default Category,base,EUCALIPTO PEQUEñO DORADO,,"""",530,1,Taxable Goods,"Catalog, Search",80000,,,,B83-52,EUCALIPTO PEQUEñO DORADO,,,,,,,,,,,"5/23/19, 11:24 AM","6/26/19, 12:18 PM",5/23/19,5/23/20,Block after Info Column,,,,Use config,,,,,,,,,"featured=Yes,timershow=Yes",20,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,
B35-06,Default,,simple,Default Category/Hortensia,base,HORTENSIA CACAO,,"11"" x 16"" x 3"" agarraderas 18"" , tira larga 30"" - 53"" ",870,1,Taxable Goods,"Catalog, Search",80000,,,,B35-06,HORTENSIA CACAO,,"Bolso de cuero forrado en tela. Cierre con zipper, un bolsillo externo, un bolsillo interno con zipper y un bolsillo interno para el celular. Correa ajustable, se puede usar como bolso de mano o como bolsos de cruzar.
",,,,,,,,,"5/23/19, 11:24 AM","6/26/19, 12:18 PM",5/23/19,5/23/20,Block after Info Column,,,,Use config,,,,,,,,,"featured=Yes,timershow=Yes",20,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,
B35-01,Default,,simple,Default Category,base,HORTENSIA MIEL,,"""",870,1,Taxable Goods,"Catalog, Search",80000,,,,B35-01,HORTENSIA MIEL,,,,,,,,,,,"5/23/19, 11:24 AM","6/26/19, 12:18 PM",5/23/19,5/23/20,Block after Info Column,,,,Use config,,,,,,,,,"featured=Yes,timershow=Yes",20,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,
B35-03,Default,,simple,Default Category,base,HORTENSIA NEGRO,,"""",870,1,Taxable Goods,"Catalog, Search",80000,,,,B35-03,HORTENSIA NEGRO,,,,,,,,,,,"5/23/19, 11:24 AM","6/26/19, 12:18 PM",5/23/19,5/23/20,Block after Info Column,,,,Use config,,,,,,,,,"featured=Yes,timershow=Yes",20,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,
B03-01,Default,,simple,Default Category/Sandia,base,SANDIA MIEL,,"12"" x 15"" x 3,5"" tira 31"" - 50""",725,1,Taxable Goods,"Catalog, Search",80000,,,,B03-01,SANDIA MIEL,,"Bolso de cuero forrado en tela. Cierre con zipper, un bolsillo interno con zipper y un bolsillo interno para el celular. Correa ajustable, se puede usar como bolso de cruzar o como bolso de mano.
",,,,,,,,,"5/23/19, 11:24 AM","6/26/19, 12:18 PM",5/23/19,5/23/20,Block after Info Column,,,,Use config,,,,,,,,,"featured=Yes,timershow=Yes",20,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,
B03-57,Default,,simple,Default Category,base,SANDIA NEGRO LAGARTO,,"""",725,1,Taxable Goods,"Catalog, Search",80000,,,,B03-57,SANDIA NEGRO LAGARTO,,,,,,,,,,,"5/23/19, 11:24 AM","6/26/19, 12:18 PM",5/23/19,5/23/20,Block after Info Column,,,,Use config,,,,,,,,,"featured=Yes,timershow=Yes",20,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,
B05-01,Default,,simple,Default Category/Glo,base,GLO MIEL,,"11"" x 13"" x 6"" agarraderas 25""",670,1,Taxable Goods,"Catalog, Search",80000,,,,B05-01,GLO MIEL,,"Bolso de cuero forrado en tela. Cierre con zipper, dos bolsillos externos con zipper, un bolsillo interno con zipper y un bolsillo interno para el celular. Incluye accesorio variado.
",,,,,,,,,"5/23/19, 11:24 AM","6/26/19, 12:18 PM",5/23/19,5/23/20,Block after Info Column,,,,Use config,,,,,,,,,"featured=Yes,timershow=Yes",20,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,
B05-15,Default,,simple,Default Category,base,GLO VAINILLA,,"""",670,1,Taxable Goods,"Catalog, Search",80000,,,,B05-15,GLO VAINILLA,,,,,,,,,,,"5/23/19, 11:24 AM","6/26/19, 12:18 PM",5/23/19,5/23/20,Block after Info Column,,,,Use config,,,,,,,,,"featured=Yes,timershow=Yes",20,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,
B05-07,Default,,simple,Default Category,base,GLO MANZANA,,"""",670,1,Taxable Goods,"Catalog, Search",80000,,,,B05-07,GLO MANZANA,,,,,,,,,,,"5/23/19, 11:24 AM","6/26/19, 12:18 PM",5/23/19,5/23/20,Block after Info Column,,,,Use config,,,,,,,,,"featured=Yes,timershow=Yes",20,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,
B01-02,Default,,simple,Default Category/Nubook,base,NUBOK CAFE OSCURO/CACAO,,"16"" x 13,5"" agarraderas 22""",815,1,Taxable Goods,"Catalog, Search",80000,,,,B01-02,NUBOK CAFE OSCURO/CACAO,,"Bolso de cuero forrado en tela. Cierre con zipper, un bolsillo externo, un bolsillo interno con zipper y un bolsillo interno para el celular. Incluye accesorio variado.",,,,,,,,,"5/23/19, 11:24 AM","6/26/19, 12:18 PM",5/23/19,5/23/20,Block after Info Column,,,,Use config,,,,,,,,,"featured=Yes,timershow=Yes",20,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,
