sku,attribute_set_code,store_view_code,product_type,categories,product_websites,name,description,short_description,weight,product_online,tax_class_name,visibility,price,special_price,special_price_from_date,special_price_to_date,url_key,meta_title,meta_keywords,meta_description,base_image,base_image_label,small_image,small_image_label,thumbnail_image,thumbnail_image_label,swatch_image,swatch_image_label,created_at,updated_at,new_from_date,new_to_date,display_product_options_in,map_price,msrp_price,map_enabled,gift_message_available,custom_design,custom_design_from,custom_design_to,custom_layout_update,page_layout,product_options_container,msrp_display_actual_price_type,country_of_manufacture,additional_attributes,qty,out_of_stock_qty,use_config_min_qty,is_qty_decimal,allow_backorders,use_config_backorders,min_cart_qty,use_config_min_sale_qty,max_cart_qty,use_config_max_sale_qty,is_in_stock,notify_on_stock_below,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,website_id,related_skus,related_position,crosssell_skus,crosssell_position,upsell_skus,upsell_position,additional_images,additional_image_labels,hide_from_product_page,custom_options,bundle_price_type,bundle_sku_type,bundle_price_view,bundle_weight_type,bundle_values,bundle_shipment_type,configurable_variations,configurable_variation_labels,associated_skus
B20-15,Default,cr,simple,"Categoria Defecto/Mujer/Bolsos/On the go,Categoria Defecto/Mujer/Bolsos,Categoria Defecto/Mujer",CR,BERRY VAINILLA,,"10,5"" x 12"" tira 53""",399,1,Taxable Goods,"Catalog, Search",54500,,,,B20-15,BERRY VAINILLA,"bolso,cuero,crusar,diario,pequeño,","Bolso de cuero forrado en tela. Cierre con zipper, un bolsillo interno sin cierre y otro bolsillo interno para el celular.",B20-15_berryvainilla_producto.jpg,B20-15_berryvainilla_producto,B20-15_berryvainilla_producto.jpg,B20-15_berryvainilla_producto,B20-15_berryvainilla_producto.jpg,B20-15_berryvainilla_producto,,,"5/23/19, 11:24 AM","6/26/19, 12:18 PM",5/23/19,5/23/20,Block after Info Column,,,,Use config,,,,,,,,,"featured=Yes,timershow=Yes",20,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,,,,,,,,B20-15_berryvainilla_modelo.jpg,B20-15_berryvainilla_modelo,,,,,,,,,,,
B20-15,Default,us,simple,"Default Category/Women/Bags/On the go,Default Category/Women/Bags,Default Category/Women",US,BERRY VAINILLA,,"10,5"" x 12"" Strap 53""",399,1,Taxable Goods,"Catalog, Search",184.75,,,,B20-15,BERRY VAINILLA,"Bag, leather, cross, daily, small","Leather cross body bag, fabric lined inside. Zipper closure, one open inside pocket and another inside pocket for the cellphone.",B20-15_berryvainilla_producto.jpg,B20-15_berryvainilla_producto,B20-15_berryvainilla_producto.jpg,B20-15_berryvainilla_producto,B20-15_berryvainilla_producto.jpg,B20-15_berryvainilla_producto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B20-15_berryvainilla_modelo.jpg,B20-15_berryvainilla_modelo,,,,,,,,,,,
B20-30,Default,cr,simple,"Categoria Defecto/Mujer/Bolsos/On the go,Categoria Defecto/Mujer/Bolsos,Categoria Defecto/Mujer",CR,BERRY NOPPI SABAN,,"10,5"" x 12"" tira 53""",369,1,Taxable Goods,"Catalog, Search",54500,,,,B20-30,BERRY NOPPI SABAN,"bolso,cuero,crusar,diario,pequeño,","Bolso de cuero forrado en tela. Cierre con zipper, un bolsillo interno sin cierre y otro bolsillo interno para el celular.",B20-30_berrynoppi_producto.jpg,B20-30_berrynoppi_producto,B20-30_berrynoppi_producto.jpg,B20-30_berrynoppi_producto,B20-30_berrynoppi_producto.jpg,B20-30_berrynoppi_producto,,,"5/23/19, 11:24 AM","6/26/19, 12:18 PM",5/23/19,5/23/20,Block after Info Column,,,,Use config,,,,,,,,,"featured=Yes,timershow=Yes",20,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,,,,,,,,B20-30_berrynoppi_modelo.jpg,B20-30_berrynoppi_modelo,,,,,,,,,,,
B20-30,Default,us,simple,"Default Category/Women/Bags/On the go,Default Category/Women/Bags,Default Category/Women",US,BERRY NOPPI SABAN,,"10,5"" x 12"" Strap 53""",369,1,Taxable Goods,"Catalog, Search",184.75,,,,B20-30,BERRY NOPPI SABAN,"Bag, leather, cross, daily, small","Leather cross body bag, fabric lined inside. Zipper closure, one open inside pocket and another inside pocket for the cellphone.",B20-30_berrynoppi_producto.jpg,B20-30_berrynoppi_producto,B20-30_berrynoppi_producto.jpg,B20-30_berrynoppi_producto,B20-30_berrynoppi_producto.jpg,B20-30_berrynoppi_producto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B20-30_berrynoppi_modelo.jpg,B20-30_berrynoppi_modelo,,,,,,,,,,,
B20-20,Default,cr,simple,"Categoria Defecto/Mujer/Bolsos/On the go,Categoria Defecto/Mujer/Bolsos,Categoria Defecto/Mujer",CR,BERRY ROJO,,"10,5"" x 12"" tira 53""",394,1,Taxable Goods,"Catalog, Search",54500,,,,B20-20,BERRY ROJO,"bolso,cuero,crusar,diario,pequeño,","Bolso de cuero forrado en tela. Cierre con zipper, un bolsillo interno sin cierre y otro bolsillo interno para el celular.",B20-20_berryrojo_producto.jpg,B20-20_berryrojo_producto,B20-20_berryrojo_producto.jpg,B20-20_berryrojo_producto,B20-20_berryrojo_producto.jpg,B20-20_berryrojo_producto,,,"5/23/19, 11:24 AM","6/26/19, 12:18 PM",5/23/19,5/23/20,Block after Info Column,,,,Use config,,,,,,,,,"featured=Yes,timershow=Yes",20,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,,,,,,,,B20-20_berryrojo_modelo.jpg,B20-20_berryrojo_modelo,,,,,,,,,,,
B20-20,Default,us,simple,"Default Category/Women/Bags/On the go,Default Category/Women/Bags,Default Category/Women",US,BERRY RED,,"10,5"" x 12"" Strap 53""",394,1,Taxable Goods,"Catalog, Search",184.75,,,,B20-20,BERRY RED,"Bag, leather, cross, daily, small","Leather cross body bag, fabric lined inside. Zipper closure, one open inside pocket and another inside pocket for the cellphone.",B20-20_berryrojo_producto.jpg,B20-20_berryrojo_producto,B20-20_berryrojo_producto.jpg,B20-20_berryrojo_producto,B20-20_berryrojo_producto.jpg,B20-20_berryrojo_producto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B20-20_berryrojo_modelo.jpg,B20-20_berryrojo_modelo,,,,,,,,,,,
B20-49,Default,cr,simple,"Categoria Defecto/Mujer/Bolsos/On the go,Categoria Defecto/Mujer/Bolsos,Categoria Defecto/Mujer",CR,BERRY LIMPET,,"10,5"" x 12"" tira 53""",409,1,Taxable Goods,"Catalog, Search",54500,,,,B20-49,BERRY LIMPET,"bolso,cuero,crusar,diario,pequeño,","Bolso de cuero forrado en tela. Cierre con zipper, un bolsillo interno sin cierre y otro bolsillo interno para el celular.",B20-49_berrylimpet_producto.jpg,B20-49_berrylimpet_producto,B20-49_berrylimpet_producto.jpg,B20-49_berrylimpet_producto,B20-49_berrylimpet_producto.jpg,B20-49_berrylimpet_producto,,,"5/23/19, 11:24 AM","6/26/19, 12:18 PM",5/23/19,5/23/20,Block after Info Column,,,,Use config,,,,,,,,,"featured=Yes,timershow=Yes",20,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,,,,,,,,B20-49_berrylimpet_modelo.jpg,B20-49_berrylimpet_modelo,,,,,,,,,,,
B20-49,Default,us,simple,"Default Category/Women/Bags/On the go,Default Category/Women/Bags,Default Category/Women",US,BERRY LIMPET,,"10,5"" x 12"" Strap 53""",409,1,Taxable Goods,"Catalog, Search",184.75,,,,B20-49,BERRY LIMPET,"Bag, leather, cross, daily, small","Leather cross body bag, fabric lined inside. Zipper closure, one open inside pocket and another inside pocket for the cellphone.",B20-49_berrylimpet_producto.jpg,B20-49_berrylimpet_producto,B20-49_berrylimpet_producto.jpg,B20-49_berrylimpet_producto,B20-49_berrylimpet_producto.jpg,B20-49_berrylimpet_producto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B20-49_berrylimpet_modelo.jpg,B20-49_berrylimpet_modelo,,,,,,,,,,,
B53-01,Default,cr,simple,"Categoria Defecto/Mujer/Mochilas,Categoria Defecto/Mujer",CR,MOCHILA OAK MIEL,," 14” x 12""  x 5” tiras 27""-30""",1085,1,Taxable Goods,"Catalog, Search",108000,,,,B53-01,MOCHILA OAK MIEL,"Mochila, cuero, multiiuso, diario","Mochila de cuero forrada en tela. Cierre con zipper, un bolsillo externo con zipper y un bolsillo interno con zipper. Correas ajustables.",B53-01_mochilaoakmiel_producto1.jpg,B53-01_mochilaoakmiel_producto1,B53-01_mochilaoakmiel_producto1.jpg,B53-01_mochilaoakmiel_producto1,B53-01_mochilaoakmiel_producto1.jpg,B53-01_mochilaoakmiel_producto1,,,"5/23/19, 11:24 AM","6/26/19, 12:18 PM",5/23/19,5/23/20,Block after Info Column,,,,Use config,,,,,,,,,"featured=Yes,timershow=Yes",20,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,,,,,,,,"B53-01_mochilaoakmiel_producto2.jpg,B53-01_mochilaoakmiel_producto3.jpg,B53-01_mochilaoakmiel_modelo.jpg","B53-01_mochilaoakmiel_producto2,B53-01_mochilaoakmiel_producto3,B53-01_mochilaoakmiel_modelo",,,,,,,,,,,
B53-01,Default,us,simple,"Default Category/Women/Backpacks,Default Category/Women",US,BACKPACK OAK HONEY,," 14” x 12""  x 5” Strap 27""-30""",1085,1,Taxable Goods,"Catalog, Search",366.1,,,,B53-01,BACKPACK OAK HONEY,"Backpack, leather, multiuse, daily","Leather backpack, fabric lined inside. Zipper closure, one outside zipper pocket and one inside zipper pocket. Adjustable straps.",B53-01_mochilaoakmiel_producto1.jpg,B53-01_mochilaoakmiel_producto1,B53-01_mochilaoakmiel_producto1.jpg,B53-01_mochilaoakmiel_producto1,B53-01_mochilaoakmiel_producto1.jpg,B53-01_mochilaoakmiel_producto1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"B53-01_mochilaoakmiel_producto2.jpg,B53-01_mochilaoakmiel_producto3.jpg,B53-01_mochilaoakmiel_modelo.jpg","B53-01_mochilaoakmiel_producto2,B53-01_mochilaoakmiel_producto3,B53-01_mochilaoakmiel_modelo",,,,,,,,,,,
B53-03,Default,cr,simple,"Categoria Defecto/Mujer/Mochilas,Categoria Defecto/Mujer",CR,MOCHILA OAK NEGRO,," 14” x 12""  x 5” tiras 27""-30""",1085,1,Taxable Goods,"Catalog, Search",108000,,,,B53-03,MOCHILA OAK NEGRO,"Mochila, cuero, multiiuso, diario","Mochila de cuero forrada en tela. Cierre con zipper, un bolsillo externo con zipper y un bolsillo interno con zipper. Correas ajustables.",B53-03_mochilaoaknegra_producto.jpg,B53-03_mochilaoaknegra_producto,B53-03_mochilaoaknegra_producto.jpg,B53-03_mochilaoaknegra_producto,B53-03_mochilaoaknegra_producto.jpg,B53-03_mochilaoaknegra_producto,,,"5/23/19, 11:24 AM","6/26/19, 12:18 PM",5/23/19,5/23/20,Block after Info Column,,,,Use config,,,,,,,,,"featured=Yes,timershow=Yes",20,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,,,,,,,,"B53-03_mochilaoaknegra_producto2.jpg,B53-03_mochilaoaknegra_producto3.jpg,B53-03_mochilaoaknegra_modelo.jpg","B53-03_mochilaoaknegra_producto2,B53-03_mochilaoaknegra_producto3,B53-03_mochilaoaknegra_modelo",,,,,,,,,,,
B53-03,Default,us,simple,"Default Category/Women/Backpacks,Default Category/Women",US,BACKPACK OAK BLACK,," 14” x 12""  x 5” Strap 27""-30""",1085,1,Taxable Goods,"Catalog, Search",366.1,,,,B53-03,BACKPACK OAK BLACK,"Backpack, leather, multiuse, daily","Leather backpack, fabric lined inside. Zipper closure, one outside zipper pocket and one inside zipper pocket. Adjustable straps.",B53-03_mochilaoaknegra_producto.jpg,B53-03_mochilaoaknegra_producto,B53-03_mochilaoaknegra_producto.jpg,B53-03_mochilaoaknegra_producto,B53-03_mochilaoaknegra_producto.jpg,B53-03_mochilaoaknegra_producto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"B53-03_mochilaoaknegra_producto2.jpg,B53-03_mochilaoaknegra_producto3.jpg,B53-03_mochilaoaknegra_modelo.jpg","B53-03_mochilaoaknegra_producto2,B53-03_mochilaoaknegra_producto3,B53-03_mochilaoaknegra_modelo",,,,,,,,,,,
B53-53,Default,cr,simple,"Categoria Defecto/Mujer/Mochilas,Categoria Defecto/Mujer",CR,MOCHILA OAK PLATEADO,," 14” x 12""  x 5” tiras 27""-30""",1085,1,Taxable Goods,"Catalog, Search",108000,,,,B53-53,MOCHILA OAK PLATEADO,"Mochila, cuero, multiiuso, diario","Mochila de cuero forrada en tela. Cierre con zipper, un bolsillo externo con zipper y un bolsillo interno con zipper. Correas ajustables.",B53-53_mochilaoakplateada_producto1.jpg,B53-53_mochilaoakplateada_producto1,B53-53_mochilaoakplateada_producto1.jpg,B53-53_mochilaoakplateada_producto1,B53-53_mochilaoakplateada_producto1.jpg,B53-53_mochilaoakplateada_producto1,,,"5/23/19, 11:24 AM","6/26/19, 12:18 PM",5/23/19,5/23/20,Block after Info Column,,,,Use config,,,,,,,,,"featured=Yes,timershow=Yes",20,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,,,,,,,,"B53-53_mochilaoakplateada_producto2.jpg,B53-53_mochilaoakplateada_producto3.jpg,B53-53_mochilaoakplateada_modelo.jpg","B53-53_mochilaoakplateada_producto2,B53-53_mochilaoakplateada_producto3,B53-53_mochilaoakplateada_modelo",,,,,,,,,,,
B53-53,Default,us,simple,"Default Category/Women/Backpacks,Default Category/Women",US,BACKPACK OAK PLATINUM,," 14” x 12""  x 5” Strap 27""-30""",1085,1,Taxable Goods,"Catalog, Search",366.1,,,,B53-53,BACKPACK OAK PLATINUM,"Backpack, leather, multiuse, daily","Leather backpack, fabric lined inside. Zipper closure, one outside zipper pocket and one inside zipper pocket. Adjustable straps.",B53-53_mochilaoakplateada_producto1.jpg,B53-53_mochilaoakplateada_producto1,B53-53_mochilaoakplateada_producto1.jpg,B53-53_mochilaoakplateada_producto1,B53-53_mochilaoakplateada_producto1.jpg,B53-53_mochilaoakplateada_producto1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"B53-53_mochilaoakplateada_producto2.jpg,B53-53_mochilaoakplateada_producto3.jpg,B53-53_mochilaoakplateada_modelo.jpg","B53-53_mochilaoakplateada_producto2,B53-53_mochilaoakplateada_producto3,B53-53_mochilaoakplateada_modelo",,,,,,,,,,,
B53-24,Default,cr,simple,"Categoria Defecto/Mujer/Mochilas,Categoria Defecto/Mujer",CR,MOCHILA OAK SALMON,," 14” x 12""  x 5” tiras 27""-30""",1085,1,Taxable Goods,"Catalog, Search",108000,,,,B53-24,MOCHILA OAK SALMON,"Mochila, cuero, multiiuso, diario","Mochila de cuero forrada en tela. Cierre con zipper, un bolsillo externo con zipper y un bolsillo interno con zipper. Correas ajustables.",B53-24_mochilaoaksalmon_producto1.jpg,B53-24_mochilaoaksalmon_producto1,B53-24_mochilaoaksalmon_producto1.jpg,B53-24_mochilaoaksalmon_producto1,B53-24_mochilaoaksalmon_producto1.jpg,B53-24_mochilaoaksalmon_producto1,,,"5/23/19, 11:24 AM","6/26/19, 12:18 PM",5/23/19,5/23/20,Block after Info Column,,,,Use config,,,,,,,,,"featured=Yes,timershow=Yes",20,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,,,,,,,,"B53-24_mochilaoaksalmon_producto2.jpg,B53-24_mochilaoaksalmon_producto3.jpg","B53-24_mochilaoaksalmon_producto2,B53-24_mochilaoaksalmon_producto3",,,,,,,,,,,
B53-24,Default,us,simple,"Default Category/Women/Backpacks,Default Category/Women",US,BACKPACK OAK SALMON,," 14” x 12""  x 5” Strap 27""-30""",1085,1,Taxable Goods,"Catalog, Search",366.1,,,,B53-24,BACKPACK OAK SALMON,"Backpack, leather, multiuse, daily","Leather backpack, fabric lined inside. Zipper closure, one outside zipper pocket and one inside zipper pocket. Adjustable straps.",B53-24_mochilaoaksalmon_producto1.jpg,B53-24_mochilaoaksalmon_producto1,B53-24_mochilaoaksalmon_producto1.jpg,B53-24_mochilaoaksalmon_producto2,B53-24_mochilaoaksalmon_producto1.jpg,B53-24_mochilaoaksalmon_producto1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"B53-24_mochilaoaksalmon_producto2.jpg,B53-24_mochilaoaksalmon_producto3.jpg","B53-24_mochilaoaksalmon_producto2,B53-24_mochilaoaksalmon_producto4",,,,,,,,,,,
B75-01,Default,cr,simple,"Categoria Defecto/Mujer/Mochilas,Categoria Defecto/Mujer,Categoria Defecto/Hombre",CR,NAVY MIEL,,"15"" x 12,75”  x 6,5”  tiras  20""-37""",1375,1,Taxable Goods,"Catalog, Search",120000,,,,B75-01,NAVY MIEL,"Mochila, cuero, multiiuso, diario","Mochila de cuero forrada en tela. Cierre con zipper, un bolsillo externo con zipper y un bolsillo interno con zipper. Correas ajustables.",B75-01_navymiel_producto1.jpg,B75-01_navymiel_producto1,B75-01_navymiel_producto1.jpg,B75-01_navymiel_producto1,B75-01_navymiel_producto1.jpg,B75-01_navymiel_producto1,,,"5/23/19, 11:24 AM","6/26/19, 12:18 PM",5/23/19,5/23/20,Block after Info Column,,,,Use config,,,,,,,,,"featured=Yes,timershow=Yes",20,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,,,,,,,,"B75-01_navymiel_producto2.jpg,B75-01_navymiel_producto3.jpg,B75-01_navymiel_modelo.jpg","B75-01_navymiel_producto2,B75-01_navymiel_producto3,B75-01_navymiel_modelo",,,,,,,,,,,
B75-01,Default,us,simple,"Default Category/Women/Backpacks,Default Category/Women,Default Category/Men",US,NAVY HONEY,,"15"" x 12,75”  x 6,5”  Strap  20""-37""",1375,1,Taxable Goods,"Catalog, Search",406.78,,,,B75-01,NAVY HONEY,"Backpack, leather, multiuse, daily","Leather backpack, fabric lined inside. Strap and clasp closure. One inside zipper pocket and one inside cellphone pocket. One outside zipper pocket. Adjustable straps.",B75-01_navymiel_producto1.jpg,B75-01_navymiel_producto1,B75-01_navymiel_producto1.jpg,B75-01_navymiel_producto1,B75-01_navymiel_producto1.jpg,B75-01_navymiel_producto1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"B75-01_navymiel_producto2.jpg,B75-01_navymiel_producto3.jpg,B75-01_navymiel_modelo.jpg","B75-01_navymiel_producto2,B75-01_navymiel_producto3,B75-01_navymiel_modelo",,,,,,,,,,,
B75-03,Default,cr,simple,"Categoria Defecto/Mujer/Mochilas,Categoria Defecto/Mujer,Categoria Defecto/Hombre",CR,NAVY NEGRO,,"15"" x 12,75”  x 6,5”  tiras  20""-37""",1375,1,Taxable Goods,"Catalog, Search",120000,,,,B75-03,NAVY NEGRO,"Mochila, cuero, multiiuso, diario","Mochila de cuero forrada en tela. Cierre con zipper, un bolsillo externo con zipper y un bolsillo interno con zipper. Correas ajustables.",B75-03_navynegra_producto1.jpg,B75-03_navynegra_producto1,B75-03_navynegra_producto1.jpg,B75-03_navynegra_producto1,B75-03_navynegra_producto1.jpg,B75-03_navynegra_producto1,,,"5/23/19, 11:24 AM","6/26/19, 12:18 PM",5/23/19,5/23/20,Block after Info Column,,,,Use config,,,,,,,,,"featured=Yes,timershow=Yes",20,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,,,,,,,,"B75-03_navynegra_producto2.jpg,B75-03_navynegra_producto3.jpg,B75-03_navynegra_modelo.jpg","B75-03_navynegra_producto2,B75-03_navynegra_producto2,B75-03_navynegra_producto3,B75-03_navynegra_modelo",,,,,,,,,,,
B75-03,Default,us,simple,"Default Category/Women/Backpacks,Default Category/Women,Default Category/Men",US,NAVY BLACK,,"15"" x 12,75”  x 6,5”  Strap  20""-37""",1375,1,Taxable Goods,"Catalog, Search",406.78,,,,B75-03,NAVY BLACK,"Backpack, leather, multiuse, daily","Leather backpack, fabric lined inside. Strap and clasp closure. One inside zipper pocket and one inside cellphone pocket. One outside zipper pocket. Adjustable straps.",B75-03_navynegra_producto1.jpg,B75-03_navynegra_producto1,B75-03_navynegra_producto1.jpg,B75-03_navynegra_producto1,B75-03_navynegra_producto1.jpg,B75-03_navynegra_producto1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"B75-03_navynegra_producto2.jpg,B75-03_navynegra_producto3.jpg,B75-03_navynegra_modelo.jpg","B75-03_navynegra_producto2,B75-03_navynegra_producto2,B75-03_navynegra_producto3,B75-03_navynegra_modelo",,,,,,,,,,,
B11-02,Default,cr,simple,"Categoria Defecto/Mujer/Mochilas,Categoria Defecto/Mujer,Categoria Defecto/Hombre",CR,TRAVEL BACK PACK CACAO,,"14,5"" x 11"" x 4,5"" tiras 26""-31""",1275,1,Taxable Goods,"Catalog, Search",114000,,,,B11-02,TRAVEL BACK PACK CAFE OSCURO,"Mochila, cuero, multiuso, ajustable","Mochila de cuero forrada en tela. Cierre con hebillas, dos bolsillos externos, un bolsillo interno con zipper y un bolsillo interno para el celular. Correas ajustables.",B11-02_travelbackpackcafe_producto1.jpg,B11-02_travelbackpackcafe_producto1,B11-02_travelbackpackcafe_producto1.jpg,B11-02_travelbackpackcafe_producto1,B11-02_travelbackpackcafe_producto1.jpg,B11-02_travelbackpackcafe_producto1,,,"5/23/19, 11:24 AM","6/26/19, 12:18 PM",5/23/19,5/23/20,Block after Info Column,,,,Use config,,,,,,,,,"featured=Yes,timershow=Yes",20,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,,,,,,,,"B11-02_travelbackpackcafe_producto2.jpg,B11-02_travelbackpackcafe_producto3.jpg,B11-02_travelbackpackcafe_modelo.jpg","B11-02_travelbackpackcafe_producto2,B11-02_travelbackpackcafe_producto3,B11-02_travelbackpackcafe_modelo",,,,,,,,,,,
B11-02,Default,us,simple,"Default Category/Women/Backpacks,Default Category/Women,Default Category/Men",US,TRAVEL BACK BROWN,,"14,5"" x 11"" x 4,5"" Strap 26""-31""",1275,1,Taxable Goods,"Catalog, Search",386.44,,,,B11-02,TRAVEL BACK BROWN,"Backpack, leather, multiuse, adjustable","Leather backpack, fabric lined inside.  Hardware closure, two outside zipper pockets, one inside zipper pocket and one inside pocket for the cellphone. Adjustable straps.",B11-02_travelbackpackcafe_producto1.jpg,B11-02_travelbackpackcafe_producto1,B11-02_travelbackpackcafe_producto1.jpg,B11-02_travelbackpackcafe_producto1,B11-02_travelbackpackcafe_producto1.jpg,B11-02_travelbackpackcafe_producto1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"B11-02_travelbackpackcafe_producto2.jpg,B11-02_travelbackpackcafe_producto3.jpg,B11-02_travelbackpackcafe_modelo.jpg","B11-02_travelbackpackcafe_producto2,B11-02_travelbackpackcafe_producto3,B11-02_travelbackpackcafe_modelo",,,,,,,,,,,
B11-01,Default,cr,simple,"Categoria Defecto/Mujer/Mochilas,Categoria Defecto/Mujer,Categoria Defecto/Hombre",CR,TRAVEL BACK PACK MIEL,,"14,5"" x 11"" x 4,5"" tiras 26""-31""",1275,1,Taxable Goods,"Catalog, Search",114000,,,,B11-01,TRAVEL BACK PACK MIEL,"Mochila, cuero, multiuso, ajustable","Mochila de cuero forrada en tela. Cierre con hebillas, dos bolsillos externos, un bolsillo interno con zipper y un bolsillo interno para el celular. Correas ajustables.",B11-01_travelbackpackmiel_producto1.jpg,B11-01_travelbackpackmiel_producto1,B11-01_travelbackpackmiel_producto1.jpg,B11-01_travelbackpackmiel_producto1,B11-01_travelbackpackmiel_producto1.jpg,B11-01_travelbackpackmiel_producto1,,,"5/23/19, 11:24 AM","6/26/19, 12:18 PM",5/23/19,5/23/20,Block after Info Column,,,,Use config,,,,,,,,,"featured=Yes,timershow=Yes",20,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,,,,,,,,"B11-01_travelbackpackmiel_producto2.jpg,B11-01_travelbackpackmiel_producto3.jpg,B11-01_travelbackpackmiel_modelo.jpg","B11-01_travelbackpackmiel_producto2,B11-01_travelbackpackmiel_producto3,B11-01_travelbackpackmiel_modelo",,,,,,,,,,,
B11-01,Default,us,simple,"Default Category/Women/Backpacks,Default Category/Women,Default Category/Men",US,TRAVEL BACK PACK HONEY,,"14,5"" x 11"" x 4,5"" Strap 26""-31""",1275,1,Taxable Goods,"Catalog, Search",386.44,,,,B11-01,TRAVEL BACK PACK HONEY,"Backpack, leather, multiuse, adjustable","Leather backpack, fabric lined inside.  Hardware closure, two outside zipper pockets, one inside zipper pocket and one inside pocket for the cellphone. Adjustable straps.",B11-01_travelbackpackmiel_producto1.jpg,B11-01_travelbackpackmiel_producto1,B11-01_travelbackpackmiel_producto1.jpg,B11-01_travelbackpackmiel_producto1,B11-01_travelbackpackmiel_producto1.jpg,B11-01_travelbackpackmiel_producto1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"B11-01_travelbackpackmiel_producto2.jpg,B11-01_travelbackpackmiel_producto3.jpg,B11-01_travelbackpackmiel_modelo.jpg","B11-01_travelbackpackmiel_producto2,B11-01_travelbackpackmiel_producto3,B11-01_travelbackpackmiel_modelo",,,,,,,,,,,
